tx_hash,event_id,event_type,contract_address,sender,block_number,block_timestamp,previous_event_id,gas_used,status,node_region,tx_index
tx_343,evt_10978,Flux,0xAlpha,0xEve,14722,2025-07-03 09:44:30,,42413,Pending,ap-southeast,32
tx_379,evt_10979,Glint,0xDelta,0xCarol,14723,2025-07-03 09:44:45,evt_08997,59532,Pending,us-east,196
tx_952,evt_10980,Glint,0xGamma,0xCarol,14725,2025-07-03 09:45:00,,98486,Reorged,eu-west,54
tx_924,evt_10981,Zync,0xDelta,0xCarol,14726,2025-07-03 09:45:15,evt_10440,65782,Pending,us-east,62
tx_308,evt_10982,Depos-X,0xOmega,0xDave,14727,2025-07-03 09:45:30,evt_04028,41284,Pending,ap-southeast,50
tx_158,evt_10983,Glint,0xOmega,0xEve,14728,2025-07-03 09:45:45,,70708,Confirmed,us-east,61
tx_177,evt_10984,Minty,0xDelta,0xAlice,14730,2025-07-03 09:46:00,,41144,Confirmed,us-west,184
tx_10,evt_10985,Yank,0xBeta,0xDave,14731,2025-07-03 09:46:15,,120973,Pending,eu-west,142
tx_289,evt_10986,Zync,0xBeta,0xDave,14732,2025-07-03 09:46:30,,53828,Confirmed,us-west,78
tx_603,evt_10987,Minty,0xOmega,0xDave,14733,2025-07-03 09:46:45,,84477,Pending,unknown,139
tx_102,evt_10988,Depos-X,0xAlpha,0xDave,14735,2025-07-03 09:47:00,evt_07957,54119,Confirmed,us-west,80
tx_699,evt_10989,Minty,0xDelta,0xDave,14736,2025-07-03 09:47:15,,149260,Pending,ap-southeast,93
tx_121,evt_10990,Minty,0xOmega,0xAlice,14737,2025-07-03 09:47:30,,106305,Reorged,unknown,123
tx_573,evt_10991,Depos-X,0xAlpha,0xAlice,14738,2025-07-03 09:47:45,,136014,Pending,us-east,170
tx_504,evt_10992,Glint,0xDelta,0xCarol,14740,2025-07-03 09:48:00,,136719,Confirmed,us-west,37
tx_680,evt_10993,Glint,0xDelta,0xEve,14741,2025-07-03 09:48:15,,77482,Reorged,us-west,145
tx_631,evt_10994,Withdr-O,0xGamma,0xCarol,14742,2025-07-03 09:48:30,evt_00977,53436,Confirmed,unknown,158
tx_153,evt_10995,Depos-X,0xBeta,0xCarol,14743,2025-07-03 09:48:45,,52579,Pending,us-west,103
tx_574,evt_10996,Flux,0xAlpha,0xBob,14745,2025-07-03 09:49:00,,102522,Pending,us-west,25
tx_710,evt_10997,Yank,0xGamma,0xCarol,14746,2025-07-03 09:49:15,evt_01839,126845,Reorged,us-west,196
tx_352,evt_10998,Yank,0xOmega,0xCarol,14747,2025-07-03 09:49:30,,96021,Reorged,unknown,38
tx_96,evt_10999,Yank,0xDelta,0xAlice,14748,2025-07-03 09:49:45,,68320,Reorged,us-west,78
tx_392,evt_11000,Zync,0xOmega,0xCarol,14750,2025-07-03 09:50:00,,78579,Confirmed,ap-southeast,0
tx_519,evt_11001,Yank,0xGamma,0xCarol,14751,2025-07-03 09:50:15,,59613,Confirmed,us-west,198
tx_774,evt_11002,Yank,0xGamma,0xEve,14752,2025-07-03 09:50:30,evt_07934,96833,Confirmed,unknown,129
tx_914,evt_11003,Depos-X,0xDelta,0xEve,14753,2025-07-03 09:50:45,,47627,Reorged,us-east,148
tx_101,evt_11004,Depos-X,0xOmega,0xDave,14755,2025-07-03 09:51:00,evt_06500,118658,Reorged,ap-southeast,143
tx_605,evt_11005,Yank,0xOmega,0xAlice,14756,2025-07-03 09:51:15,evt_03541,65115,Reorged,eu-west,198
tx_538,evt_11006,Depos-X,0xBeta,0xDave,14757,2025-07-03 09:51:30,,82381,Pending,unknown,140
tx_55,evt_11007,Withdr-O,0xBeta,0xDave,14758,2025-07-03 09:51:45,,71090,Pending,eu-west,117
tx_468,evt_11008,Zync,0xAlpha,0xAlice,14760,2025-07-03 09:52:00,evt_01833,101958,Confirmed,unknown,11
tx_165,evt_11009,Minty,0xAlpha,0xAlice,14761,2025-07-03 09:52:15,,134182,Pending,us-east,8
tx_80,evt_11010,Glint,0xDelta,0xBob,14762,2025-07-03 09:52:30,evt_05051,21013,Confirmed,unknown,8
tx_234,evt_11011,Depos-X,0xBeta,0xBob,14763,2025-07-03 09:52:45,evt_02462,127646,Pending,ap-southeast,13
tx_361,evt_11012,Depos-X,0xOmega,0xDave,14765,2025-07-03 09:53:00,,107284,Confirmed,us-east,165
tx_552,evt_11013,Minty,0xOmega,0xBob,14766,2025-07-03 09:53:15,,142728,Confirmed,eu-west,102
tx_477,evt_11014,Withdr-O,0xOmega,0xBob,14767,2025-07-03 09:53:30,,58384,Pending,ap-southeast,148
tx_924,evt_11015,Yank,0xGamma,0xCarol,14768,2025-07-03 09:53:45,evt_02375,72265,Confirmed,unknown,29
tx_955,evt_11016,Glint,0xDelta,0xCarol,14770,2025-07-03 09:54:00,,81542,Reorged,eu-west,29
tx_843,evt_11017,Flux,0xAlpha,0xEve,14771,2025-07-03 09:54:15,evt_5701170,148005,Pending,unknown,187
tx_929,evt_11018,Yank,0xOmega,0xAlice,14772,2025-07-03 09:54:30,evt_08524,57994,Reorged,unknown,129
tx_134,evt_11019,Yank,0xOmega,0xAlice,14773,2025-07-03 09:54:45,,121605,Reorged,eu-west,193
tx_667,evt_11020,Flux,0xBeta,0xDave,14775,2025-07-03 09:55:00,evt_08306,139694,Confirmed,eu-west,70
tx_109,evt_11021,Depos-X,0xOmega,0xEve,14776,2025-07-03 09:55:15,evt_06607,66871,Pending,ap-southeast,27
tx_236,evt_11022,Zync,0xOmega,0xCarol,14777,2025-07-03 09:55:30,evt_09244,82003,Pending,ap-southeast,133
tx_401,evt_11023,Depos-X,0xDelta,0xDave,14778,2025-07-03 09:55:45,evt_00733,43768,Confirmed,ap-southeast,180
tx_388,evt_11024,Withdr-O,0xBeta,0xEve,14780,2025-07-03 09:56:00,,79509,Reorged,eu-west,140
tx_724,evt_11025,Glint,0xOmega,0xDave,14781,2025-07-03 09:56:15,evt_05066,85398,Confirmed,eu-west,87
tx_925,evt_11026,Zync,0xOmega,0xAlice,14782,2025-07-03 09:56:30,,81778,Pending,eu-west,138
tx_396,evt_11027,Zync,0xOmega,0xBob,14783,2025-07-03 09:56:45,,114726,Pending,unknown,163
tx_576,evt_11028,Yank,0xBeta,0xAlice,14785,2025-07-03 09:57:00,evt_00755,101153,Reorged,unknown,190
tx_879,evt_11029,Depos-X,0xAlpha,0xCarol,14786,2025-07-03 09:57:15,evt_09776,94864,Pending,us-west,4
tx_291,evt_11030,Minty,0xAlpha,0xEve,14787,2025-07-03 09:57:30,evt_04101,37467,Confirmed,eu-west,100
tx_895,evt_11031,Yank,0xBeta,0xAlice,14788,2025-07-03 09:57:45,,78143,Confirmed,us-east,101
tx_699,evt_11032,Flux,0xAlpha,0xAlice,14790,2025-07-03 09:58:00,,92431,Pending,us-east,175
tx_580,evt_11033,Withdr-O,0xDelta,0xAlice,14791,2025-07-03 09:58:15,,123618,Pending,ap-southeast,138
tx_826,evt_11034,Minty,0xBeta,0xCarol,14792,2025-07-03 09:58:30,evt_11020,141718,Reorged,ap-southeast,98
tx_565,evt_11035,Zync,0xGamma,0xEve,14793,2025-07-03 09:58:45,evt_01431,73126,Confirmed,us-west,180
tx_68,evt_11036,Glint,0xGamma,0xAlice,14795,2025-07-03 09:59:00,,107220,Confirmed,us-east,20
tx_602,evt_11037,Flux,0xGamma,0xDave,14796,2025-07-03 09:59:15,evt_8947471,59344,Pending,us-east,33
tx_286,evt_11038,Withdr-O,0xBeta,0xCarol,14797,2025-07-03 09:59:30,,138932,Reorged,eu-west,20
tx_909,evt_11039,Yank,0xGamma,0xAlice,14798,2025-07-03 09:59:45,,61596,Pending,ap-southeast,54
tx_307,evt_11040,Flux,0xOmega,0xCarol,14800,2025-07-03 10:00:00,,40954,Pending,eu-west,26
tx_231,evt_11041,Withdr-O,0xGamma,0xEve,14801,2025-07-03 10:00:15,,94317,Pending,us-east,107
tx_541,evt_11042,Yank,0xOmega,0xAlice,14802,2025-07-03 10:00:30,,117463,Reorged,us-east,170
tx_141,evt_11043,Glint,0xBeta,0xEve,14803,2025-07-03 10:00:45,,60490,Reorged,us-west,75
tx_652,evt_11044,Glint,0xBeta,0xBob,14805,2025-07-03 10:01:00,evt_10687,102765,Reorged,ap-southeast,80
tx_611,evt_11045,Withdr-O,0xGamma,0xCarol,14806,2025-07-03 10:01:15,evt_04521,113707,Confirmed,us-west,133
tx_743,evt_11046,Glint,0xGamma,0xAlice,14807,2025-07-03 10:01:30,evt_06396,83117,Reorged,us-east,119
tx_715,evt_11047,Glint,0xAlpha,0xEve,14808,2025-07-03 10:01:45,,145866,Confirmed,eu-west,169
tx_111,evt_11048,Minty,0xAlpha,0xDave,14810,2025-07-03 10:02:00,,118381,Confirmed,unknown,47
tx_892,evt_11049,Flux,0xAlpha,0xCarol,14811,2025-07-03 10:02:15,evt_01898,135630,Reorged,unknown,167
tx_6,evt_11050,Flux,0xBeta,0xEve,14812,2025-07-03 10:02:30,,127506,Reorged,us-west,2
tx_758,evt_11051,Flux,0xOmega,0xDave,14813,2025-07-03 10:02:45,,126997,Confirmed,us-east,156
tx_145,evt_11052,Zync,0xAlpha,0xAlice,14815,2025-07-03 10:03:00,,142975,Pending,us-west,17
tx_673,evt_11053,Zync,0xAlpha,0xEve,14816,2025-07-03 10:03:15,,94785,Reorged,us-west,177
tx_358,evt_11054,Zync,0xGamma,0xCarol,14817,2025-07-03 10:03:30,,28997,Pending,unknown,138
tx_216,evt_11055,Yank,0xOmega,0xEve,14818,2025-07-03 10:03:45,,58966,Pending,us-west,32
tx_682,evt_11056,Yank,0xAlpha,0xBob,14820,2025-07-03 10:04:00,,36862,Confirmed,eu-west,140
tx_417,evt_11057,Flux,0xGamma,0xCarol,14821,2025-07-03 10:04:15,evt_07842,26042,Confirmed,unknown,77
tx_217,evt_11058,Minty,0xGamma,0xEve,14822,2025-07-03 10:04:30,evt_03498,137021,Pending,us-east,30
tx_327,evt_11059,Minty,0xBeta,0xDave,14823,2025-07-03 10:04:45,,127113,Reorged,ap-southeast,184
tx_315,evt_11060,Glint,0xAlpha,0xBob,14825,2025-07-03 10:05:00,,147114,Confirmed,eu-west,47
tx_482,evt_11061,Flux,0xOmega,0xBob,14826,2025-07-03 10:05:15,,99382,Confirmed,us-west,109
tx_47,evt_11062,Zync,0xGamma,0xAlice,14827,2025-07-03 10:05:30,evt_05295,121842,Pending,unknown,139
tx_471,evt_11063,Withdr-O,0xGamma,0xCarol,14828,2025-07-03 10:05:45,evt_00540,28454,Pending,ap-southeast,152
tx_69,evt_11064,Depos-X,0xOmega,0xDave,14830,2025-07-03 10:06:00,,26471,Reorged,ap-southeast,36
tx_236,evt_11065,Withdr-O,0xDelta,0xEve,14831,2025-07-03 10:06:15,,131442,Pending,eu-west,140
tx_198,evt_11066,Flux,0xGamma,0xAlice,14832,2025-07-03 10:06:30,,27191,Confirmed,us-west,11
tx_318,evt_11067,Depos-X,0xDelta,0xCarol,14833,2025-07-03 10:06:45,evt_10661,94471,Confirmed,us-west,12
tx_385,evt_11068,Minty,0xBeta,0xBob,14835,2025-07-03 10:07:00,,133667,Confirmed,us-east,66
tx_200,evt_11069,Zync,0xDelta,0xCarol,14836,2025-07-03 10:07:15,,143398,Pending,us-west,129
tx_528,evt_11070,Glint,0xOmega,0xDave,14837,2025-07-03 10:07:30,,42639,Pending,ap-southeast,65
tx_495,evt_11071,Minty,0xDelta,0xBob,14838,2025-07-03 10:07:45,,57911,Pending,ap-southeast,84
tx_637,evt_11072,Withdr-O,0xOmega,0xDave,14840,2025-07-03 10:08:00,,95080,Pending,unknown,107
tx_135,evt_11073,Glint,0xAlpha,0xCarol,14841,2025-07-03 10:08:15,,64789,Confirmed,us-west,123
tx_144,evt_11074,Withdr-O,0xBeta,0xBob,14842,2025-07-03 10:08:30,evt_05525,146293,Confirmed,ap-southeast,54
tx_608,evt_11075,Minty,0xOmega,0xEve,14843,2025-07-03 10:08:45,,125728,Reorged,us-west,35
tx_934,evt_11076,Flux,0xDelta,0xDave,14845,2025-07-03 10:09:00,,139036,Confirmed,ap-southeast,142
tx_508,evt_11077,Yank,0xOmega,0xEve,14846,2025-07-03 10:09:15,,43780,Reorged,ap-southeast,62
tx_789,evt_11078,Minty,0xBeta,0xAlice,14847,2025-07-03 10:09:30,,126149,Reorged,us-west,145
tx_626,evt_11079,Flux,0xAlpha,0xBob,14848,2025-07-03 10:09:45,evt_05737,114764,Pending,ap-southeast,50
tx_362,evt_11080,Minty,0xDelta,0xCarol,14850,2025-07-03 10:10:00,,112184,Pending,us-west,138
tx_317,evt_11081,Flux,0xDelta,0xDave,14851,2025-07-03 10:10:15,evt_07459,136640,Confirmed,us-east,58
tx_675,evt_11082,Flux,0xOmega,0xCarol,14852,2025-07-03 10:10:30,evt_06836,36201,Reorged,us-west,43
tx_273,evt_11083,Glint,0xAlpha,0xCarol,14853,2025-07-03 10:10:45,evt_07377,40082,Reorged,ap-southeast,16
tx_232,evt_11084,Zync,0xBeta,0xDave,14855,2025-07-03 10:11:00,evt_04746,105239,Pending,us-west,77
tx_546,evt_11085,Flux,0xDelta,0xDave,14856,2025-07-03 10:11:15,evt_05576,45587,Reorged,us-east,183
tx_492,evt_11086,Zync,0xAlpha,0xBob,14857,2025-07-03 10:11:30,evt_01058,70913,Confirmed,us-east,197
tx_396,evt_11087,Zync,0xOmega,0xAlice,14858,2025-07-03 10:11:45,,25409,Reorged,us-east,9
tx_79,evt_11088,Glint,0xGamma,0xBob,14860,2025-07-03 10:12:00,,68705,Reorged,ap-southeast,103
tx_241,evt_11089,Yank,0xGamma,0xAlice,14861,2025-07-03 10:12:15,,64556,Pending,eu-west,21
tx_744,evt_11090,Flux,0xBeta,0xDave,14862,2025-07-03 10:12:30,evt_09835,50677,Reorged,us-east,179
tx_974,evt_11091,Glint,0xGamma,0xDave,14863,2025-07-03 10:12:45,evt_06738,111392,Reorged,unknown,20
tx_850,evt_11092,Yank,0xOmega,0xEve,14865,2025-07-03 10:13:00,evt_06664,31436,Pending,eu-west,122
tx_79,evt_11093,Zync,0xBeta,0xDave,14866,2025-07-03 10:13:15,,140667,Pending,us-west,27
tx_88,evt_11094,Withdr-O,0xGamma,0xDave,14867,2025-07-03 10:13:30,evt_06870,94741,Confirmed,us-west,172
tx_857,evt_11095,Flux,0xDelta,0xAlice,14868,2025-07-03 10:13:45,evt_02108,134287,Reorged,unknown,132
tx_469,evt_11096,Yank,0xDelta,0xDave,14870,2025-07-03 10:14:00,,52062,Pending,eu-west,189
tx_389,evt_11097,Minty,0xBeta,0xBob,14871,2025-07-03 10:14:15,evt_01898,31226,Reorged,ap-southeast,100
tx_210,evt_11098,Zync,0xOmega,0xBob,14872,2025-07-03 10:14:30,evt_8261986,139510,Reorged,us-east,133
tx_663,evt_11099,Zync,0xBeta,0xEve,14873,2025-07-03 10:14:45,evt_00105,96570,Pending,us-west,56
tx_310,evt_11100,Withdr-O,0xAlpha,0xEve,14875,2025-07-03 10:15:00,,97396,Pending,us-east,148
tx_665,evt_11101,Flux,0xDelta,0xAlice,14876,2025-07-03 10:15:15,,109896,Reorged,unknown,162
tx_83,evt_11102,Yank,0xOmega,0xAlice,14877,2025-07-03 10:15:30,,93576,Reorged,unknown,197
tx_130,evt_11103,Minty,0xBeta,0xAlice,14878,2025-07-03 10:15:45,evt_09085,113366,Confirmed,us-west,55
tx_746,evt_11104,Depos-X,0xBeta,0xDave,14880,2025-07-03 10:16:00,evt_06127,73797,Reorged,us-west,90
tx_791,evt_11105,Yank,0xBeta,0xAlice,14881,2025-07-03 10:16:15,,142642,Pending,unknown,39
tx_167,evt_11106,Depos-X,0xGamma,0xAlice,14882,2025-07-03 10:16:30,,60716,Pending,us-west,82
tx_816,evt_11107,Flux,0xDelta,0xDave,14883,2025-07-03 10:16:45,evt_02364,108891,Reorged,unknown,141
tx_516,evt_11108,Flux,0xGamma,0xEve,14885,2025-07-03 10:17:00,evt_01180,74139,Pending,unknown,76
tx_606,evt_11109,Minty,0xGamma,0xCarol,14886,2025-07-03 10:17:15,evt_06214,23381,Pending,ap-southeast,90
tx_863,evt_11110,Depos-X,0xBeta,0xCarol,14887,2025-07-03 10:17:30,,117734,Reorged,us-east,3
tx_221,evt_11111,Minty,0xOmega,0xBob,14888,2025-07-03 10:17:45,,39529,Pending,us-east,181
tx_595,evt_11112,Flux,0xAlpha,0xAlice,14890,2025-07-03 10:18:00,,29581,Pending,us-east,40
tx_168,evt_11113,Minty,0xOmega,0xCarol,14891,2025-07-03 10:18:15,evt_02617,48632,Reorged,eu-west,120
tx_282,evt_11114,Withdr-O,0xDelta,0xCarol,14892,2025-07-03 10:18:30,,125031,Pending,ap-southeast,68
tx_812,evt_11115,Flux,0xAlpha,0xAlice,14893,2025-07-03 10:18:45,evt_07616,106108,Pending,unknown,161
tx_855,evt_11116,Minty,0xBeta,0xCarol,14895,2025-07-03 10:19:00,,45928,Reorged,us-east,148
tx_469,evt_11117,Flux,0xBeta,0xEve,14896,2025-07-03 10:19:15,,60603,Pending,us-west,113
tx_302,evt_11118,Depos-X,0xGamma,0xEve,14897,2025-07-03 10:19:30,,38612,Pending,eu-west,96
tx_319,evt_11119,Glint,0xOmega,0xEve,14898,2025-07-03 10:19:45,,84341,Pending,ap-southeast,126
tx_665,evt_11120,Minty,0xAlpha,0xEve,14900,2025-07-03 10:20:00,,117902,Confirmed,ap-southeast,155
tx_834,evt_11121,Withdr-O,0xGamma,0xEve,14901,2025-07-03 10:20:15,,138164,Reorged,eu-west,102
tx_446,evt_11122,Depos-X,0xGamma,0xCarol,14902,2025-07-03 10:20:30,evt_05906,149210,Confirmed,eu-west,63
tx_291,evt_11123,Depos-X,0xOmega,0xDave,14903,2025-07-03 10:20:45,,79907,Confirmed,eu-west,64
tx_859,evt_11124,Minty,0xAlpha,0xAlice,14905,2025-07-03 10:21:00,,48700,Pending,us-east,165
tx_447,evt_11125,Depos-X,0xBeta,0xDave,14906,2025-07-03 10:21:15,evt_06770,87126,Pending,us-west,18
tx_736,evt_11126,Zync,0xOmega,0xEve,14907,2025-07-03 10:21:30,evt_02081,69219,Confirmed,ap-southeast,107
tx_19,evt_11127,Zync,0xOmega,0xDave,14908,2025-07-03 10:21:45,,115146,Reorged,unknown,127
tx_492,evt_11128,Yank,0xDelta,0xEve,14910,2025-07-03 10:22:00,,47090,Pending,unknown,69
tx_804,evt_11129,Glint,0xGamma,0xDave,14911,2025-07-03 10:22:15,,148666,Pending,ap-southeast,128
tx_685,evt_11130,Yank,0xBeta,0xCarol,14912,2025-07-03 10:22:30,,123400,Pending,ap-southeast,12
tx_992,evt_11131,Depos-X,0xDelta,0xCarol,14913,2025-07-03 10:22:45,evt_09786,106111,Pending,us-east,91
tx_159,evt_11132,Withdr-O,0xOmega,0xEve,14915,2025-07-03 10:23:00,evt_01307,137951,Pending,us-west,148
tx_823,evt_11133,Glint,0xDelta,0xDave,14916,2025-07-03 10:23:15,,103500,Pending,eu-west,82
tx_420,evt_11134,Flux,0xBeta,0xAlice,14917,2025-07-03 10:23:30,,78477,Reorged,us-east,146
tx_142,evt_11135,Yank,0xDelta,0xEve,14918,2025-07-03 10:23:45,,105948,Pending,us-west,143
tx_50,evt_11136,Glint,0xAlpha,0xAlice,14920,2025-07-03 10:24:00,evt_01555,52342,Pending,ap-southeast,195
tx_430,evt_11137,Glint,0xGamma,0xAlice,14921,2025-07-03 10:24:15,,147999,Pending,us-east,143
tx_349,evt_11138,Depos-X,0xOmega,0xEve,14922,2025-07-03 10:24:30,evt_02137,53283,Pending,eu-west,46
tx_845,evt_11139,Flux,0xAlpha,0xAlice,14923,2025-07-03 10:24:45,,142687,Confirmed,us-west,73
tx_216,evt_11140,Glint,0xDelta,0xEve,14925,2025-07-03 10:25:00,,78574,Pending,unknown,72
tx_264,evt_11141,Glint,0xDelta,0xDave,14926,2025-07-03 10:25:15,evt_10917,124162,Confirmed,us-east,9
tx_220,evt_11142,Minty,0xOmega,0xBob,14927,2025-07-03 10:25:30,,51932,Pending,unknown,193
tx_678,evt_11143,Flux,0xBeta,0xAlice,14928,2025-07-03 10:25:45,,34293,Reorged,us-west,184
tx_777,evt_11144,Depos-X,0xDelta,0xAlice,14930,2025-07-03 10:26:00,,89726,Pending,us-west,147
tx_778,evt_11145,Glint,0xGamma,0xDave,14931,2025-07-03 10:26:15,,141629,Reorged,eu-west,32
tx_570,evt_11146,Zync,0xOmega,0xBob,14932,2025-07-03 10:26:30,,146922,Reorged,eu-west,182
tx_482,evt_11147,Withdr-O,0xOmega,0xCarol,14933,2025-07-03 10:26:45,,82866,Reorged,us-west,147
tx_1,evt_11148,Flux,0xBeta,0xAlice,14935,2025-07-03 10:27:00,,61740,Pending,eu-west,43
tx_601,evt_11149,Glint,0xDelta,0xEve,14936,2025-07-03 10:27:15,,34367,Reorged,us-west,189
tx_978,evt_11150,Depos-X,0xAlpha,0xDave,14937,2025-07-03 10:27:30,evt_00630,34421,Reorged,eu-west,24
tx_24,evt_11151,Flux,0xDelta,0xBob,14938,2025-07-03 10:27:45,,66582,Confirmed,us-west,131
tx_263,evt_11152,Yank,0xAlpha,0xBob,14940,2025-07-03 10:28:00,,113309,Confirmed,eu-west,94
tx_913,evt_11153,Flux,0xBeta,0xEve,14941,2025-07-03 10:28:15,,47676,Pending,unknown,173
tx_557,evt_11154,Depos-X,0xDelta,0xEve,14942,2025-07-03 10:28:30,,100706,Reorged,us-east,27
tx_356,evt_11155,Glint,0xDelta,0xDave,14943,2025-07-03 10:28:45,,110378,Reorged,unknown,5
tx_519,evt_11156,Depos-X,0xOmega,0xCarol,14945,2025-07-03 10:29:00,,37457,Pending,unknown,146
tx_412,evt_11157,Depos-X,0xBeta,0xBob,14946,2025-07-03 10:29:15,evt_10655,30545,Reorged,us-west,130
tx_584,evt_11158,Minty,0xDelta,0xDave,14947,2025-07-03 10:29:30,evt_10565,41578,Confirmed,ap-southeast,124
tx_548,evt_11159,Depos-X,0xGamma,0xAlice,14948,2025-07-03 10:29:45,,92121,Reorged,us-east,115
tx_277,evt_11160,Depos-X,0xAlpha,0xDave,14950,2025-07-03 10:30:00,,47169,Reorged,unknown,103
tx_528,evt_11161,Yank,0xOmega,0xDave,14951,2025-07-03 10:30:15,,75114,Confirmed,unknown,41
tx_277,evt_11162,Depos-X,0xOmega,0xEve,14952,2025-07-03 10:30:30,,103510,Pending,unknown,89
tx_784,evt_11163,Yank,0xAlpha,0xBob,14953,2025-07-03 10:30:45,evt_11142,82476,Confirmed,eu-west,84
tx_855,evt_11164,Glint,0xBeta,0xEve,14955,2025-07-03 10:31:00,evt_00013,57530,Confirmed,us-west,163
tx_97,evt_11165,Flux,0xBeta,0xEve,14956,2025-07-03 10:31:15,,34763,Reorged,us-east,177
tx_121,evt_11166,Flux,0xDelta,0xBob,14957,2025-07-03 10:31:30,,138696,Reorged,us-east,87
tx_88,evt_11167,Flux,0xBeta,0xEve,14958,2025-07-03 10:31:45,evt_01216,46389,Confirmed,unknown,153
tx_530,evt_11168,Glint,0xAlpha,0xDave,14960,2025-07-03 10:32:00,,129542,Confirmed,eu-west,179
tx_335,evt_11169,Withdr-O,0xOmega,0xDave,14961,2025-07-03 10:32:15,evt_08640,118191,Confirmed,us-east,60
tx_978,evt_11170,Minty,0xDelta,0xDave,14962,2025-07-03 10:32:30,,29568,Pending,us-west,29
tx_130,evt_11171,Zync,0xOmega,0xEve,14963,2025-07-03 10:32:45,,34415,Confirmed,unknown,160
tx_988,evt_11172,Withdr-O,0xDelta,0xEve,14965,2025-07-03 10:33:00,evt_08386,101879,Reorged,us-west,200
tx_182,evt_11173,Glint,0xGamma,0xBob,14966,2025-07-03 10:33:15,,37392,Pending,ap-southeast,111
tx_760,evt_11174,Depos-X,0xGamma,0xBob,14967,2025-07-03 10:33:30,evt_06807,52693,Pending,eu-west,4
tx_680,evt_11175,Flux,0xOmega,0xEve,14968,2025-07-03 10:33:45,,79085,Confirmed,ap-southeast,87
tx_757,evt_11176,Depos-X,0xAlpha,0xBob,14970,2025-07-03 10:34:00,,108171,Confirmed,unknown,85
tx_145,evt_11177,Yank,0xDelta,0xAlice,14971,2025-07-03 10:34:15,,131447,Confirmed,us-east,53
tx_46,evt_11178,Flux,0xDelta,0xDave,14972,2025-07-03 10:34:30,,128792,Confirmed,unknown,119
tx_109,evt_11179,Depos-X,0xBeta,0xCarol,14973,2025-07-03 10:34:45,evt_10591,123858,Pending,unknown,67
tx_526,evt_11180,Zync,0xOmega,0xEve,14975,2025-07-03 10:35:00,,119389,Pending,us-east,30
tx_221,evt_11181,Yank,0xBeta,0xAlice,14976,2025-07-03 10:35:15,,38065,Confirmed,us-east,104
tx_649,evt_11182,Withdr-O,0xBeta,0xEve,14977,2025-07-03 10:35:30,,88080,Confirmed,us-west,199
tx_51,evt_11183,Minty,0xBeta,0xCarol,14978,2025-07-03 10:35:45,,36655,Confirmed,eu-west,12
tx_985,evt_11184,Zync,0xOmega,0xBob,14980,2025-07-03 10:36:00,,49195,Confirmed,eu-west,20
tx_161,evt_11185,Withdr-O,0xDelta,0xEve,14981,2025-07-03 10:36:15,,54261,Pending,us-east,44
tx_498,evt_11186,Glint,0xDelta,0xEve,14982,2025-07-03 10:36:30,,71083,Reorged,ap-southeast,167
tx_955,evt_11187,Yank,0xBeta,0xEve,14983,2025-07-03 10:36:45,evt_06591,49700,Pending,unknown,138
tx_757,evt_11188,Zync,0xAlpha,0xBob,14985,2025-07-03 10:37:00,evt_06899,84433,Confirmed,ap-southeast,162
tx_209,evt_11189,Flux,0xDelta,0xEve,14986,2025-07-03 10:37:15,,94966,Pending,ap-southeast,51
tx_576,evt_11190,Zync,0xDelta,0xCarol,14987,2025-07-03 10:37:30,,67686,Reorged,us-east,179
tx_858,evt_11191,Withdr-O,0xBeta,0xDave,14988,2025-07-03 10:37:45,evt_04235,93015,Reorged,eu-west,106
tx_408,evt_11192,Minty,0xGamma,0xEve,14990,2025-07-03 10:38:00,,83387,Reorged,eu-west,6
tx_528,evt_11193,Flux,0xBeta,0xEve,14991,2025-07-03 10:38:15,,144273,Reorged,ap-southeast,158
tx_131,evt_11194,Yank,0xGamma,0xEve,14992,2025-07-03 10:38:30,evt_02433,35112,Pending,us-east,96
tx_243,evt_11195,Zync,0xGamma,0xBob,14993,2025-07-03 10:38:45,evt_08205,88376,Pending,unknown,33
tx_914,evt_11196,Minty,0xBeta,0xCarol,14995,2025-07-03 10:39:00,evt_08210,36036,Pending,eu-west,170
tx_821,evt_11197,Glint,0xGamma,0xEve,14996,2025-07-03 10:39:15,,27182,Reorged,unknown,119
tx_241,evt_11198,Minty,0xBeta,0xBob,14997,2025-07-03 10:39:30,evt_10984,64964,Pending,unknown,0
tx_602,evt_11199,Depos-X,0xBeta,0xCarol,14998,2025-07-03 10:39:45,,52026,Pending,us-east,147
tx_926,evt_11200,Yank,0xGamma,0xCarol,15000,2025-07-03 10:40:00,,21282,Confirmed,us-west,42
tx_484,evt_11201,Withdr-O,0xGamma,0xBob,15001,2025-07-03 10:40:15,,96261,Reorged,unknown,182
tx_746,evt_11202,Depos-X,0xGamma,0xCarol,15002,2025-07-03 10:40:30,,86246,Confirmed,us-west,68
tx_124,evt_11203,Yank,0xOmega,0xBob,15003,2025-07-03 10:40:45,,57899,Reorged,eu-west,29
tx_573,evt_11204,Glint,0xAlpha,0xAlice,15005,2025-07-03 10:41:00,evt_00447,136405,Confirmed,ap-southeast,186
tx_692,evt_11205,Flux,0xAlpha,0xAlice,15006,2025-07-03 10:41:15,,75653,Reorged,ap-southeast,96
tx_402,evt_11206,Withdr-O,0xAlpha,0xBob,15007,2025-07-03 10:41:30,evt_09853,123593,Reorged,ap-southeast,47
